,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_colsample_bytree,param_learning_rate,param_max_depth,param_n_estimators,param_reg_alpha,param_subsample,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
10,226.707000017,1.59019999504,0.874806041651,0.954750629618,0.3,0.01,17,70,2,0.6,"{'reg_alpha': 2, 'colsample_bytree': 0.3, 'learning_rate': 0.01, 'n_estimators': 70, 'subsample': 0.6, 'max_depth': 17}",8,0.874484779024,0.95450312542,0.88291341405,0.95177484877,0.884935960589,0.953785904662,0.864133265802,0.957426209386,0.86756268252,0.956263059851,8.17277464327,0.0323196827776,0.00818318122275,0.00196435213407
11,218.306599998,1.4765999794,0.87770169233,0.942782146111,0.4,0.01,13,70,2,0.6,"{'reg_alpha': 2, 'colsample_bytree': 0.4, 'learning_rate': 0.01, 'n_estimators': 70, 'subsample': 0.6, 'max_depth': 13}",1,0.878149576794,0.943298792623,0.887617084505,0.940791589478,0.887477746636,0.942672876384,0.864844638233,0.944282051227,0.870419299657,0.942865420843,2.24368821152,0.0248724580043,0.00908211233506,0.00113998502104
12,198.334200048,1.64139995575,0.867955271485,0.93905126101,0.2,0.002,21,70,3,0.6,"{'reg_alpha': 3, 'colsample_bytree': 0.2, 'learning_rate': 0.002, 'n_estimators': 70, 'subsample': 0.6, 'max_depth': 21}",20,0.869652023124,0.939931155911,0.874832036856,0.937448498892,0.876994175993,0.9369096719,0.85944170202,0.939735806604,0.858856306605,0.941231171745,10.3235713737,0.0394390864295,0.00757815824437,0.00162173233564
13,193.08920002,1.7029999733,0.873042399103,0.95923493571,0.2,0.01,21,70,3,0.8,"{'reg_alpha': 3, 'colsample_bytree': 0.2, 'learning_rate': 0.01, 'n_estimators': 70, 'subsample': 0.8, 'max_depth': 21}",16,0.873916108352,0.959868643453,0.880024771561,0.957612237855,0.879991860678,0.95862432925,0.864362170166,0.959176567861,0.86691699635,0.960892900132,2.64702880538,0.026000072406,0.00649120545305,0.00110993935968
14,312.518200064,1.62499990463,0.874666278967,0.940258537048,0.4,0.002,19,70,3,0.6,"{'reg_alpha': 3, 'colsample_bytree': 0.4, 'learning_rate': 0.002, 'n_estimators': 70, 'subsample': 0.6, 'max_depth': 19}",9,0.874128094704,0.940984500691,0.883369369809,0.938869021972,0.884188643628,0.93946177567,0.863932327625,0.942260534045,0.867712854993,0.939716852863,8.04593099782,0.0294482011852,0.00812744264252,0.0012160606716
15,172.576000023,1.48799996376,0.87718801623,0.943605296475,0.3,0.01,13,70,2,0.8,"{'reg_alpha': 2, 'colsample_bytree': 0.3, 'learning_rate': 0.01, 'n_estimators': 70, 'subsample': 0.8, 'max_depth': 13}",2,0.877331811275,0.941619586129,0.883570263906,0.940892720013,0.885440171132,0.942111699831,0.867326762042,0.947405682039,0.872270989605,0.945996794362,1.29128663449,0.0110995269268,0.00678635802943,0.00259592527442
16,261.736399937,1.52820000648,0.876580283259,0.942880234604,0.4,0.002,15,70,2,0.8,"{'reg_alpha': 2, 'colsample_bytree': 0.4, 'learning_rate': 0.002, 'n_estimators': 70, 'subsample': 0.8, 'max_depth': 15}",4,0.876932355775,0.944121845192,0.886214036948,0.941309262712,0.886165871705,0.941984649699,0.866398679832,0.944814491969,0.867190349708,0.942170923448,32.5063372648,0.0272719214614,0.00867931268401,0.00134581542036
17,140.427199984,1.55760002136,0.873794213672,0.952206938253,0.2,0.01,15,70,2,0.8,"{'reg_alpha': 2, 'colsample_bytree': 0.2, 'learning_rate': 0.01, 'n_estimators': 70, 'subsample': 0.8, 'max_depth': 15}",13,0.876124452097,0.952752583752,0.881652180629,0.949197261899,0.880452077345,0.950845339902,0.865965283431,0.953813003975,0.864776965613,0.954426501735,0.720359695841,0.0258657361273,0.00712891876765,0.00193472168496
18,273.049999952,1.70720000267,0.875103904916,0.96069162035,0.3,0.005,21,70,2,0.8,"{'reg_alpha': 2, 'colsample_bytree': 0.3, 'learning_rate': 0.005, 'n_estimators': 70, 'subsample': 0.8, 'max_depth': 21}",7,0.874179085114,0.960337032194,0.882379900501,0.957699776722,0.884023828307,0.959057510302,0.867912312103,0.963340594565,0.867024299922,0.963023187964,11.000716901,0.0271469348703,0.007076147615,0.00220002039219
19,255.975000048,1.64179992676,0.87405909523,0.951705917729,0.3,0.005,19,70,2,0.6,"{'reg_alpha': 2, 'colsample_bytree': 0.3, 'learning_rate': 0.005, 'n_estimators': 70, 'subsample': 0.6, 'max_depth': 19}",10,0.874742333935,0.951034370429,0.88250500138,0.948690651692,0.883333948695,0.950888693058,0.863862361982,0.954465608364,0.865851717757,0.9534502651,19.4418328253,0.0293080766191,0.00811365876167,0.00204300275893
