,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_colsample_bytree,param_learning_rate,param_max_depth,param_n_estimators,param_reg_alpha,param_subsample,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0,321.138799953,1.62300009727,0.87548661455,0.947489894483,0.4,0.002,19,70,2,0.6,"{'reg_alpha': 2, 'colsample_bytree': 0.4, 'learning_rate': 0.002, 'n_estimators': 70, 'subsample': 0.6, 'max_depth': 19}",6,0.874365618715,0.94792393712,0.88535624205,0.945839857686,0.884451353311,0.947316312377,0.863871671179,0.949093684199,0.869388086917,0.947275681034,18.9300751047,0.027488199206,0.00838011544519,0.00105443577746
1,147.037200069,1.54800000191,0.870794058117,0.933094061989,0.2,0.002,15,70,3,0.8,"{'reg_alpha': 3, 'colsample_bytree': 0.2, 'learning_rate': 0.002, 'n_estimators': 70, 'subsample': 0.8, 'max_depth': 15}",18,0.873911944704,0.934165813537,0.880029549644,0.930459909315,0.875627959046,0.93132741202,0.863127518948,0.934213542555,0.861273205431,0.935303632516,12.2091639702,0.0392224749325,0.00731852774945,0.00186246623875
2,276.960200071,1.74079995155,0.87378028172,0.955603889257,0.3,0.002,21,70,2,0.8,"{'reg_alpha': 2, 'colsample_bytree': 0.3, 'learning_rate': 0.002, 'n_estimators': 70, 'subsample': 0.8, 'max_depth': 21}",14,0.873815378015,0.955205865113,0.882125095111,0.952385956403,0.881983219223,0.954117677917,0.865337301647,0.958294737121,0.865640310177,0.958015209733,4.95526747638,0.0338195696119,0.0074090243614,0.00227057120027
3,200.416000032,1.53719997406,0.875702078622,0.94003723722,0.3,0.005,15,70,3,0.8,"{'reg_alpha': 3, 'colsample_bytree': 0.3, 'learning_rate': 0.005, 'n_estimators': 70, 'subsample': 0.8, 'max_depth': 15}",5,0.87659684014,0.939260807582,0.882130587977,0.935612428764,0.884011646124,0.938277772894,0.86606766762,0.943952812368,0.869703559882,0.943082364494,8.82279470484,0.0202821023267,0.00692790382942,0.00309457643066
4,181.309600019,1.47160000801,0.873950554999,0.925892758023,0.3,0.002,13,70,3,0.8,"{'reg_alpha': 3, 'colsample_bytree': 0.3, 'learning_rate': 0.002, 'n_estimators': 70, 'subsample': 0.8, 'max_depth': 13}",11,0.874720751509,0.925495516617,0.881590000703,0.922628513902,0.882636757611,0.923495924444,0.864022682417,0.92874830752,0.866782480264,0.92909552763,26.4480034272,0.0192208449937,0.00754119710429,0.00264460952556
5,160.358999968,1.61119999886,0.871798984896,0.952347314196,0.2,0.005,17,70,2,0.8,"{'reg_alpha': 2, 'colsample_bytree': 0.2, 'learning_rate': 0.005, 'n_estimators': 70, 'subsample': 0.8, 'max_depth': 17}",17,0.873392393348,0.952795405547,0.880189335241,0.949401136835,0.877618843642,0.95131462219,0.86478064715,0.953563489542,0.863013601236,0.954661916867,2.28144379644,0.0205854041418,0.00683004314861,0.00183213906018
6,124.376600027,1.48899998665,0.873939277492,0.941449206103,0.2,0.01,13,70,2,0.8,"{'reg_alpha': 2, 'colsample_bytree': 0.2, 'learning_rate': 0.01, 'n_estimators': 70, 'subsample': 0.8, 'max_depth': 13}",12,0.875554087868,0.94179305907,0.88142487199,0.937357162527,0.881288913515,0.940201422132,0.86566065191,0.943694104137,0.865767758177,0.944200282649,1.51319935854,0.0332505402256,0.00704227280782,0.00249110456132
7,201.109000015,1.67880001068,0.870691852385,0.959962001872,0.2,0.01,21,70,2,0.6,"{'reg_alpha': 2, 'colsample_bytree': 0.2, 'learning_rate': 0.01, 'n_estimators': 70, 'subsample': 0.6, 'max_depth': 21}",19,0.873749639614,0.960516002003,0.877185353367,0.958484196807,0.878014160196,0.959145474663,0.862148341131,0.959454384971,0.862361661162,0.962209950918,12.2011377336,0.0440426393835,0.00703583985791,0.00130142156661
8,195.818599939,1.55020003319,0.877050267242,0.946992007202,0.3,0.01,15,70,3,0.8,"{'reg_alpha': 3, 'colsample_bytree': 0.3, 'learning_rate': 0.01, 'n_estimators': 70, 'subsample': 0.8, 'max_depth': 15}",3,0.87725396325,0.945553002812,0.883067025961,0.94350304673,0.886130137198,0.945980569839,0.867847206386,0.950780774863,0.870952913036,0.949142641764,2.73373113794,0.021866897823,0.00693629456179,0.00261711955253
9,232.859399986,1.56900000572,0.873642094035,0.940536461007,0.3,0.005,17,70,3,0.6,"{'reg_alpha': 3, 'colsample_bytree': 0.3, 'learning_rate': 0.005, 'n_estimators': 70, 'subsample': 0.6, 'max_depth': 17}",15,0.874539692248,0.939808603621,0.882595684619,0.937336413899,0.883397590606,0.939385066093,0.863696561008,0.943970420488,0.863980818067,0.942181800933,24.3178227561,0.0265253813206,0.00858365642474,0.00230629613477
