,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_colsample_bytree,param_learning_rate,param_max_depth,param_n_estimators,param_reg_alpha,param_subsample,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
10,164.948000002,1.48280000687,0.872925099306,0.949739933467,0.3,0.01,17,50,2,0.6,"{'reg_alpha': 2, 'colsample_bytree': 0.3, 'learning_rate': 0.01, 'n_estimators': 50, 'subsample': 0.6, 'max_depth': 17}",11,0.873191732366,0.950403296539,0.882198547917,0.947850797868,0.882984097266,0.949179536312,0.859830225928,0.951520887144,0.866420782796,0.949745149472,3.75785938085,0.0462445715677,0.00895581552949,0.00122431630339
11,160.608199978,1.38440008163,0.875965726341,0.937786967997,0.4,0.01,13,50,2,0.6,"{'reg_alpha': 2, 'colsample_bytree': 0.4, 'learning_rate': 0.01, 'n_estimators': 50, 'subsample': 0.6, 'max_depth': 13}",1,0.876552992926,0.93885681873,0.884888283189,0.936105737688,0.886260207592,0.936855217983,0.862457767738,0.939124442239,0.869669270014,0.937992623345,4.20144512552,0.0264922464681,0.00903375318889,0.00115502428548
12,142.289400053,1.49299998283,0.865943549468,0.937322639861,0.2,0.002,21,50,3,0.6,"{'reg_alpha': 3, 'colsample_bytree': 0.2, 'learning_rate': 0.002, 'n_estimators': 50, 'subsample': 0.6, 'max_depth': 21}",20,0.867684766498,0.938270703369,0.870460411557,0.935951231784,0.875678998859,0.934860381707,0.85857252557,0.938038089998,0.857320940882,0.939492792446,3.31217213716,0.0228122522967,0.00702700498048,0.0016771243777
13,143.236199999,1.51699995995,0.870942061772,0.955409626071,0.2,0.01,21,50,3,0.8,"{'reg_alpha': 3, 'colsample_bytree': 0.2, 'learning_rate': 0.01, 'n_estimators': 50, 'subsample': 0.8, 'max_depth': 21}",16,0.871758643863,0.956355223021,0.878783420834,0.954331041197,0.876731507992,0.95503882669,0.862607925246,0.954857938139,0.864828724079,0.956465101308,1.78213471635,0.0209380211064,0.00636399307468,0.00085010336482
14,226.687400007,1.47279996872,0.873381644049,0.938323204127,0.4,0.002,19,50,3,0.6,"{'reg_alpha': 3, 'colsample_bytree': 0.4, 'learning_rate': 0.002, 'n_estimators': 50, 'subsample': 0.6, 'max_depth': 19}",8,0.873058284122,0.939129052412,0.881421592943,0.937705799863,0.882700221985,0.936915478358,0.862361177481,0.940104907676,0.867366846356,0.937760782324,2.00182362255,0.0433469299497,0.00786396432206,0.00114044352317
15,125.755799961,1.38099999428,0.875516071993,0.938480708574,0.3,0.01,13,50,2,0.8,"{'reg_alpha': 2, 'colsample_bytree': 0.3, 'learning_rate': 0.01, 'n_estimators': 50, 'subsample': 0.8, 'max_depth': 13}",2,0.875308377047,0.937597003301,0.881902085975,0.936319296488,0.885205648282,0.937469598704,0.864301938269,0.940305410587,0.870862223712,0.940712233791,2.05993471849,0.0213447740435,0.00751168822941,0.00171954776702
16,181.260800028,1.42859997749,0.874867123655,0.940394257972,0.4,0.002,15,50,2,0.8,"{'reg_alpha': 2, 'colsample_bytree': 0.4, 'learning_rate': 0.002, 'n_estimators': 50, 'subsample': 0.8, 'max_depth': 15}",4,0.875366637245,0.941416665056,0.883572760242,0.938757176023,0.884718873498,0.939130052983,0.863980715382,0.942395021727,0.866696516902,0.940272374071,2.93703238613,0.0095624734003,0.00846601607213,0.0013668561809
17,104.989999962,1.42839999199,0.871849454911,0.947662296176,0.2,0.01,15,50,2,0.8,"{'reg_alpha': 2, 'colsample_bytree': 0.2, 'learning_rate': 0.01, 'n_estimators': 50, 'subsample': 0.8, 'max_depth': 15}",15,0.873195457573,0.948690355998,0.879214482701,0.944701495926,0.878806304689,0.946614819924,0.864905884416,0.948306622431,0.863125042148,0.949998186603,1.8524814596,0.0218229536953,0.00676433882631,0.0018325933553
18,198.29100008,1.53920001984,0.873595915629,0.957586433571,0.3,0.005,21,50,2,0.8,"{'reg_alpha': 2, 'colsample_bytree': 0.3, 'learning_rate': 0.005, 'n_estimators': 50, 'subsample': 0.8, 'max_depth': 21}",7,0.871787435869,0.957975479784,0.881151534737,0.955214796039,0.883524831201,0.956268036593,0.865630666414,0.95962597278,0.865885011141,0.958847882657,2.74455552844,0.0237436349118,0.00750792289096,0.00162881343991
19,181.37220006,1.48499994278,0.873055912909,0.948642231842,0.3,0.005,19,50,2,0.6,"{'reg_alpha': 2, 'colsample_bytree': 0.3, 'learning_rate': 0.005, 'n_estimators': 50, 'subsample': 0.6, 'max_depth': 19}",9,0.873761665872,0.948975017008,0.882665839853,0.946745266766,0.881713599458,0.947570129106,0.86121547001,0.950780308838,0.865922879082,0.949140437495,2.61433782532,0.0208231280897,0.00847207727338,0.00139127343511
