,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_colsample_bytree,param_learning_rate,param_max_depth,param_n_estimators,param_reg_alpha,param_subsample,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
10,290.740600061,1.81979994774,0.876124328575,0.95938696797,0.3,0.01,17,90,2,0.6,"{'reg_alpha': 2, 'colsample_bytree': 0.3, 'learning_rate': 0.01, 'n_estimators': 90, 'subsample': 0.6, 'max_depth': 17}",7,0.876026005051,0.959594650568,0.884167880964,0.956656903292,0.885896292079,0.959118760922,0.865248731504,0.960856905836,0.869282629544,0.96070761923,4.57924102258,0.0272865975231,0.00806581750243,0.0015148041001
11,286.404999971,1.64240002632,0.878614591402,0.94748507928,0.4,0.01,13,90,2,0.6,"{'reg_alpha': 2, 'colsample_bytree': 0.4, 'learning_rate': 0.01, 'n_estimators': 90, 'subsample': 0.6, 'max_depth': 13}",1,0.878181241825,0.947727459635,0.888691562016,0.945154829393,0.888850949311,0.948265090826,0.86621631991,0.948434784268,0.871132768376,0.947843232276,4.66283053627,0.0317275500994,0.00912371521114,0.00119393834968
12,247.773600006,1.88220000267,0.868625099594,0.940819535917,0.2,0.002,21,90,3,0.6,"{'reg_alpha': 3, 'colsample_bytree': 0.2, 'learning_rate': 0.002, 'n_estimators': 90, 'subsample': 0.6, 'max_depth': 21}",20,0.869539004081,0.941490831515,0.876301520616,0.939001131124,0.877336895033,0.939208917725,0.860004624402,0.941950631529,0.859943344085,0.942446167692,3.88349814455,0.0331324962591,0.00755437998346,0.00143364102496
13,249.737200022,1.95659999847,0.874018538734,0.963123639978,0.2,0.01,21,90,3,0.8,"{'reg_alpha': 3, 'colsample_bytree': 0.2, 'learning_rate': 0.01, 'n_estimators': 90, 'subsample': 0.8, 'max_depth': 21}",16,0.875282300598,0.963349467542,0.88085986786,0.960959195906,0.880105850775,0.962752145747,0.865939356621,0.96400788363,0.867905232044,0.964549507065,2.61175805688,0.0309424769637,0.00613354438709,0.00124006515784
14,404.437400055,1.8517999649,0.875429814975,0.941991356947,0.4,0.002,19,90,3,0.6,"{'reg_alpha': 3, 'colsample_bytree': 0.4, 'learning_rate': 0.002, 'n_estimators': 90, 'subsample': 0.6, 'max_depth': 19}",9,0.875144806035,0.943255285637,0.884396427736,0.940363857426,0.88432925205,0.941903134525,0.864853933536,0.943277297648,0.868424551669,0.9411572095,3.76180217788,0.0297012328795,0.00800754971846,0.00114921704374
15,220.337999964,1.67919998169,0.878241754886,0.948357684674,0.3,0.01,13,90,2,0.8,"{'reg_alpha': 2, 'colsample_bytree': 0.3, 'learning_rate': 0.01, 'n_estimators': 90, 'subsample': 0.8, 'max_depth': 13}",2,0.878114791729,0.947279993521,0.885681000436,0.945329913496,0.88747013721,0.94735939136,0.868360941315,0.951088702972,0.871581805745,0.950730422021,2.69603037349,0.0279528411571,0.00751673948694,0.0022096945277
16,321.242400074,1.73859996796,0.877413976986,0.944528687085,0.4,0.002,15,90,2,0.8,"{'reg_alpha': 2, 'colsample_bytree': 0.4, 'learning_rate': 0.002, 'n_estimators': 90, 'subsample': 0.8, 'max_depth': 15}",4,0.877989139711,0.94553714683,0.887118976632,0.943051909249,0.88672094761,0.943849443686,0.867453022857,0.94637615065,0.867787674728,0.943828785007,5.22305660195,0.0161195942939,0.00863740213574,0.00122981461779
17,183.11500001,1.7470000267,0.874768908137,0.956297740302,0.2,0.01,15,90,2,0.8,"{'reg_alpha': 2, 'colsample_bytree': 0.2, 'learning_rate': 0.01, 'n_estimators': 90, 'subsample': 0.8, 'max_depth': 15}",14,0.877722196908,0.95606561098,0.882081240178,0.952834210583,0.881133316267,0.955379004144,0.867011079902,0.958912321464,0.86589659971,0.95829755434,0.77461449135,0.0245764850282,0.00695124814858,0.00217849898332
18,352.071200085,1.98999996185,0.875939656141,0.963403102866,0.3,0.005,21,90,2,0.8,"{'reg_alpha': 2, 'colsample_bytree': 0.3, 'learning_rate': 0.005, 'n_estimators': 90, 'subsample': 0.8, 'max_depth': 21}",8,0.875059634187,0.963427494519,0.88336883102,0.960645119479,0.884795554406,0.962606235026,0.868274132663,0.965298433305,0.868200030667,0.965038232003,7.53739048425,0.0413134472253,0.00711415422747,0.00170340778678
19,321.076200008,1.90120000839,0.875157219403,0.954655635809,0.3,0.005,19,90,2,0.6,"{'reg_alpha': 2, 'colsample_bytree': 0.3, 'learning_rate': 0.005, 'n_estimators': 90, 'subsample': 0.6, 'max_depth': 19}",10,0.875665769974,0.954565831152,0.883577268159,0.952067689313,0.884881910353,0.953991530694,0.864402313957,0.956684263885,0.867258722422,0.955968864003,2.81553997319,0.0297684589445,0.00829191847736,0.00161161209414
